award_year,person_name,award_category,award_winner
1971,Freddie Young,CINEMATOGRAPHY,True
1971,Nino Novarese,COSTUME DESIGN,True
1971,Franklin J. Schaffner,DIRECTING,True
1971,Bob Maurice,DOCUMENTARY (Feature),True
1971,Joseph Strick,DOCUMENTARY (Short Subject),True
1971,Hugh S. Fowler,FILM EDITING,True
1971,Italy,FOREIGN LANGUAGE FILM,True
1971,Francis Lai,MUSIC (Original Score),True
1971,Music and lyrics by The Beatles,MUSIC (Original Song Score),True
1971,Music by Fred Karlin,MUSIC (Song--Original for the Picture),True
1971,Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James),MUSIC (Song--Original for the Picture),True
1971,Frank McCarthy,BEST PICTURE,True
1971,Nick Bosustow,SHORT SUBJECT (Cartoon),True
1971,Producer,SHORT SUBJECT (Cartoon),True
1971,John Longenecker,SHORT SUBJECT (Live Action),True
1971,Producer,SHORT SUBJECT (Live Action),True
1971,Douglas Williams,SOUND,True
1971,Don Bassman,SOUND,True
1971,A. D. Flowers,SPECIAL VISUAL EFFECTS,True
1971,L. B. Abbott,SPECIAL VISUAL EFFECTS,True
1971,Ring Lardner,WRITING (Screenplay--based on material from another medium),True
1971,Jr.,WRITING (Screenplay--based on material from another medium),True
1971,Francis Ford Coppola,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True
1971,Edmund H. North,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True
1971,Frank Sinatra,JEAN HERSHOLT HUMANITARIAN AWARD,True
1971,Lillian Gish for superlative artistry and for distinguished contribution to the progress of motion pictures.,HONORARY AWARD,True
1971,Orson Welles for superlative artistry and versatility in the creation of motion pictures.,HONORARY AWARD,True
1971,Ingmar Bergman,IRVING G. THALBERG MEMORIAL AWARD,True
1972,Gene Hackman,ACTOR,True
1972,Ben Johnson,ACTOR IN A SUPPORTING ROLE,True
1972,Jane Fonda,ACTRESS,True
1972,Cloris Leachman,ACTRESS IN A SUPPORTING ROLE,True
1972,Art Direction:  John Box,ART DIRECTION,True
1972,Ernest Archer,ART DIRECTION,True
1972,Jack Maxsted,ART DIRECTION,True
1972,Gil Parrondo,ART DIRECTION,True
1972,Set Decoration:  Vernon Dixon,ART DIRECTION,True
1972,Oswald Morris,CINEMATOGRAPHY,True
1972,Yvonne Blake,COSTUME DESIGN,True
1972,Antonio Castillo,COSTUME DESIGN,True
1972,William Friedkin,DIRECTING,True
1972,Walon Green,DOCUMENTARY (Feature),True
1972,Manuel Arango and Robert Amram,DOCUMENTARY (Short Subject),True
1972,Jerry Greenberg,FILM EDITING,True
1972,Italy,FOREIGN LANGUAGE FILM,True
1972,Michel Legrand,MUSIC (Original Dramatic Score),True
1972,Adaptation Score by John Williams,MUSIC (Scoring: Adaptation and Original Song Score),True
1972,Music and Lyrics by Isaac Hayes,MUSIC (Song--Original for the Picture),True
1972,Philip D'Antoni,BEST PICTURE,True
1972,Ted Petok,SHORT SUBJECT (Animated),True
1972,Producer,SHORT SUBJECT (Animated),True
1972,Manuel Arango and Robert Amram,SHORT SUBJECT (Live Action),True
1972,David Hildyard,SOUND,True
1972,Alan Maley,SPECIAL VISUAL EFFECTS,True
1972,Eustace Lycett,SPECIAL VISUAL EFFECTS,True
1972,Danny Lee,SPECIAL VISUAL EFFECTS,True
1972,Ernest Tidyman,WRITING (Screenplay--based on material from another medium),True
1972,Paddy Chayefsky,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True
1972,Charles Chaplin for the incalculable effect he has had in making motion pictures the art form of this century.,HONORARY AWARD,True
1973,Marlon Brando,ACTOR,True
1973,Joel Grey,ACTOR IN A SUPPORTING ROLE,True
1973,Liza Minnelli,ACTRESS,True
1973,Eileen Heckart,ACTRESS IN A SUPPORTING ROLE,True
1973,Art Direction:  Rolf Zehetbauer,ART DIRECTION,True
1973,Jurgen Kiebach,ART DIRECTION,True
1973,Set Decoration:  Herbert Strabel,ART DIRECTION,True
1973,Geoffrey Unsworth,CINEMATOGRAPHY,True
1973,Anthony Powell,COSTUME DESIGN,True
1973,Bob Fosse,DIRECTING,True
1973,Howard Smith and Sarah Kernochan,DOCUMENTARY (Feature),True
1973,Charles Huguenot van der Linden and Martina Huguenot van der Linden,DOCUMENTARY (Short Subject),True
1973,Producers,DOCUMENTARY (Short Subject),True
1973,David Bretherton,FILM EDITING,True
1973,France,FOREIGN LANGUAGE FILM,True
1973,Charles Chaplin,MUSIC (Original Dramatic Score),True
1973,Raymond Rasch,MUSIC (Original Dramatic Score),True
1973,Larry Russell,MUSIC (Original Dramatic Score),True
1973,Adaptation Score by Ralph Burns,MUSIC (Scoring: Adaptation and Original Song Score),True
1973,Music and Lyrics by Al Kasha and Joel Hirschhorn,MUSIC (Song--Original for the Picture),True
1973,Albert S. Ruddy,BEST PICTURE,True
1973,Richard Williams,SHORT SUBJECT (Animated),True
1973,Producer,SHORT SUBJECT (Animated),True
1973,Richard Barclay,SHORT SUBJECT (Live Action),True
1973,Producer,SHORT SUBJECT (Live Action),True
1973,Robert Knudson,SOUND,True
1973,David Hildyard,SOUND,True
1973,Mario Puzo,WRITING (Screenplay--based on material from another medium),True
1973,Francis Ford Coppola,WRITING (Screenplay--based on material from another medium),True
1973,Jeremy Larner,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True
1973,L. B. Abbott,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1973,A. D. Flowers,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1973,Rosalind Russell,JEAN HERSHOLT HUMANITARIAN AWARD,True
1973,Charles S. Boren,HONORARY AWARD,True
1973,Edward G. Robinson who achieved greatness as a player,HONORARY AWARD,True
1974,Jack Lemmon,ACTOR,True
1974,John Houseman,ACTOR IN A SUPPORTING ROLE,True
1974,Glenda Jackson,ACTRESS,True
1974,Tatum O'Neal,ACTRESS IN A SUPPORTING ROLE,True
1974,Art Direction:  Henry Bumstead,ART DIRECTION,True
1974,Set Decoration:  James Payne,ART DIRECTION,True
1974,Sven Nykvist,CINEMATOGRAPHY,True
1974,Edith Head,COSTUME DESIGN,True
1974,George Roy Hill,DIRECTING,True
1974,Kieth Merrill,DOCUMENTARY (Feature),True
1974,Julian Krainin and DeWitt L. Sage,DOCUMENTARY (Short Subject),True
1974,Jr.,DOCUMENTARY (Short Subject),True
1974,William Reynolds,FILM EDITING,True
1974,France,FOREIGN LANGUAGE FILM,True
1974,Marvin Hamlisch,MUSIC (Original Dramatic Score),True
1974,Adaptation Score by Marvin Hamlisch,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),True
1974,Music by Marvin Hamlisch,MUSIC (Song),True
1974,Lyrics by Alan Bergman and Marilyn Bergman,MUSIC (Song),True
1974,Tony Bill,BEST PICTURE,True
1974,Michael Phillips and Julia Phillips,BEST PICTURE,True
1974,Producers,BEST PICTURE,True
1974,Frank Mouris,SHORT SUBJECT (Animated),True
1974,Producer,SHORT SUBJECT (Animated),True
1974,Allan Miller and William Fertik,SHORT SUBJECT (Live Action),True
1974,Producers,SHORT SUBJECT (Live Action),True
1974,Robert Knudson,SOUND,True
1974,Chris Newman,SOUND,True
1974,William Peter Blatty,WRITING (Screenplay--based on material from another medium),True
1974,David S. Ward,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True
1974,Lew Wasserman,JEAN HERSHOLT HUMANITARIAN AWARD,True
1974,Henri Langlois for his devotion to the art of film,HONORARY AWARD,True
1974,Groucho Marx in recognition of his brilliant creativity and for the unequalled achievements of the Marx Brothers in the art of motion picture comedy.,HONORARY AWARD,True
1974,Lawrence Weingarten,IRVING G. THALBERG MEMORIAL AWARD,True
1975,Art Carney,ACTOR,True
1975,Robert De Niro,ACTOR IN A SUPPORTING ROLE,True
1975,Ellen Burstyn,ACTRESS,True
1975,Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,True
1975,Art Direction:  Dean Tavoularis,ART DIRECTION,True
1975,Angelo Graham,ART DIRECTION,True
1975,Set Decoration:  George R. Nelson,ART DIRECTION,True
1975,Fred Koenekamp,CINEMATOGRAPHY,True
1975,Joseph Biroc,CINEMATOGRAPHY,True
1975,Theoni V. Aldredge,COSTUME DESIGN,True
1975,Francis Ford Coppola,DIRECTING,True
1975,Peter Davis and Bert Schneider,DOCUMENTARY (Feature),True
1975,Robin Lehman,DOCUMENTARY (Short Subject),True
1975,Harold F. Kress,FILM EDITING,True
1975,Carl Kress,FILM EDITING,True
1975,Italy,FOREIGN LANGUAGE FILM,True
1975,Nino Rota,MUSIC (Original Dramatic Score),True
1975,Carmine Coppola,MUSIC (Original Dramatic Score),True
1975,Adaptation Score by Nelson Riddle,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),True
1975,Music and Lyrics by Al Kasha and Joel Hirschhorn,MUSIC (Song),True
1975,Gray Frederickson and Fred Roos,BEST PICTURE,True
1975,Co-Producers,BEST PICTURE,True
1975,Will Vinton and Bob Gardiner,SHORT FILM (Animated),True
1975,Producers,SHORT FILM (Animated),True
1975,Paul Claudon and Edmond Sechan,SHORT FILM (Live Action),True
1975,Ronald Pierce,SOUND,True
1975,Melvin Metcalfe,SOUND,True
1975,Sr.,SOUND,True
1975,Robert Towne,WRITING (Original Screenplay),True
1975,Francis Ford Coppola,WRITING (Screenplay Adapted from Other Material),True
1975,Mario Puzo,WRITING (Screenplay Adapted from Other Material),True
1975,Frank Brendel,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1975,Glen Robinson,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1975,Albert Whitlock,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1975,Arthur B. Krim,JEAN HERSHOLT HUMANITARIAN AWARD,True
1975,Howard Hawks - A master American filmmaker whose creative efforts hold a distinguished place in world cinema.,HONORARY AWARD,True
1975,Jean Renoir - a genius who,HONORARY AWARD,True
1976,Jack Nicholson,ACTOR,True
1976,George Burns,ACTOR IN A SUPPORTING ROLE,True
1976,Louise Fletcher,ACTRESS,True
1976,Lee Grant,ACTRESS IN A SUPPORTING ROLE,True
1976,Art Direction:  Ken Adam,ART DIRECTION,True
1976,Roy Walker,ART DIRECTION,True
1976,Set Decoration:  Vernon Dixon,ART DIRECTION,True
1976,John Alcott,CINEMATOGRAPHY,True
1976,Ulla-Britt Soderlund,COSTUME DESIGN,True
1976,Milena Canonero,COSTUME DESIGN,True
1976,Milos Forman,DIRECTING,True
1976,F. R. Crawley,DOCUMENTARY (Feature),True
1976,James Hager and Dale Hartleben,DOCUMENTARY (Feature),True
1976,Claire Wilbur and Robin Lehman,DOCUMENTARY (Short Subject),True
1976,Verna Fields,FILM EDITING,True
1976,Union of Soviet Socialist Republics,FOREIGN LANGUAGE FILM,True
