movie_name,budget,revenue
Movers & Shakers,,
La Cage aux Folles 3: The Wedding,25100000,
James Joyce's Women,,
Turtle Diary,,
Maccheroni,,
My Man Adam,,
Sudden Death,,
One Woman or Two,,
Joshua Then and Now,25100000,
On the Edge,,
The Girl in the Picture,,
Here Come the Littles,,
Came a Hot Friday,,
Wuthering Heights,25100000,
The Frog Prince,,
Lune de miel,,
Tea in the Harem,,
Mr. Love,,
Death of an Angel,,
Sincerely Charlotte,,
Labyrinth,13000000,
River's Edge,,
9½ Weeks,,
The Delta Force,,
The Name of the Rose,,
The Wraith,25100000,
Working Girls,25100000,
Youngblood,,
Lucas,,
Friday the 13th Part VI: Jason Lives,,
Betty Blue,,
About Last Night,,
Iron Eagle,,
One Crazy Summer,,
From Beyond,,
Mona Lisa,,
Night of the Creeps,,
The Sacrifice,,
Rad,5000000,
SpaceCamp,,
The Transformers: the Movie,,
Wildcats,,
Troll,,
At Close Range,,
The Boy Who Could Fly,25100000,
Something Wild,,
Heartburn,,
Crossroads,,
The Clan of the Cave Bear,18000000,
She's Gotta Have It,,
Running Scared,,
8 Million Ways to Die,,
Soul Man,,
Poltergeist II: the Other Side,23000000,
Bad Blood,,
Psycho III,800000,
Allan Quatermain and the Lost City of Gold,,
The Adventures of Milo and Otis,,
Caravaggio,,
Children of a Lesser God,,
Invaders from Mars,,
Matador,,
Down and Out in Beverly Hills,25100000,
April Fool's Day,,
The Big Easy,,
Pirates,140000000,
No Mercy,,
Lady Jane,,
Club Paradise,,
Manon of the Spring,,
Gothic,,
Armed and Dangerous,,
F/X,,
King Kong Lives,207000000,
Castaway,25100000,
Wise Guys,25100000,
Solarbabies,,
The Manhattan Project,,
Trick or Treat,,
Body Slam,,
Jumpin' Jack Flash,,
Fire with Fire,,
Gung Ho,,
True Stories,,
When the Wind Blows,,
Murphy's Law,,
Deadly Friend,,
Reform School Girls,,
Band of the Hand,,
Vamp,,
Nothing in Common,,
TerrorVision,,
Quicksilver,,
52 Pick-Up,175000000,
Black Moon Rising,,
Extremities,,
The Men's Club,,
Haunted Honeymoon,,
Summer,,
Tough Guys,10000000,
Eliminators,,
The Best of Times,,
Firewalker,25100000,
Modern Girls,,
Witchboard,25100000,
Clockwise,25100000,
Legal Eagles,,
Link,,
"Jo Jo Dancer, Your Life Is Calling",,
Wanted: Dead or Alive,,
American Anthem,,
The Morning After,,
Crimes of the Heart,,
Under the Cherry Moon,,
Malcolm,,
Meatballs III: Summer Job,,
Devil in the Flesh,,
Absolute Beginners,,
Deadtime Stories,,
Avenging Force,,
Heat,,
Sweet Liberty,25100000,
Killer Party,,
Out of Bounds,4500000,
Wisdom,,
Shanghai Surprise,,
Power,50000000,
A Fine Mess,,
Let's Get Harry,,
My Chauffeur,,
Biggles: Adventures in Time,,
Half Moon Street,,
Every Time We Say Goodbye,,
The Decline of the American Empire,,
Hardbodies 2,,
The Boy in Blue,,
Brighton Beach Memoirs,,
The Longshot,,
Willy/Milly,,
Ginger and Fred,58000000,
'Round Midnight,,
Violets Are Blue...,,
Parting Glances,,
The Whoopee Boys,25100000,
Tai-Pan,,
My Little Pony: The Movie,,
Playing for Keeps,,
"'night, Mother",,
Jake Speed,30000000,
The Naked Cage,,
Blue City,,
That's Life!,,
Sky Bandits,,
Ménage,,
Dream Lover,,
Dangerously Close,,
The Whistle Blower,,
Care Bears Movie II: A New Generation,,
Knights of the City,,
Born American,,
Desert Bloom,,
Touch and Go,,
Man Facing Southeast,,
Nutcracker,,
The Fringe Dwellers,25100000,
Just Between Friends,25100000,
Oviri,,
P.O.W. the Escape,25100000,
Armed Response,,
Duet for One,,
Bullies,,
Native Son,,
The Assault,,
Nobody's Fool,,
Alien Predator,11000000,
Low Blow,,
A Man and a Woman: 20 Years Later,,
The Princess Bride,,
Near Dark,5000000,
Hellraiser,,
Black Widow,,
Jaws: the Revenge,,
A Nightmare on Elm Street 3: Dream Warriors,,
Superman IV: The Quest for Peace,,
Summer School,,
Less Than Zero,,
Three Men and a Baby,,
Revenge of the Nerds II: Nerds in Paradise,,
Prince of Darkness,,
Wings of Desire,25100000,
Maurice,,
Creepshow 2,25100000,
The Stepfather,,
My Best Friend Is a Vampire,,
Flowers in the Attic,25100000,
Amazon Women on the Moon,,
Teen Wolf Too,25100000,
Baby Boom,,
84 Charing Cross Road,,
The Gate,,
Ernest Goes to Camp,,
Aria,,
Cherry 2000,,
The Hidden,129000000,
The Bedroom Window,,
Barfly,,
Maid to Order,,
Blind Date,,
Au Revoir les Enfants,,
"Rita, Sue and Bob Too",,
Hope and Glory,,
No Man's Land,,
Ishtar,,
Tough Guys Don't Dance,,
Babette's Feast,,
The Garbage Pail Kids Movie,,
Bagdad Cafe,,
Project X,,
Three O'Clock High,,
The Barbarians,,
North Shore,,
The Believers,,
House II: the Second Story,,
Death Wish 4: The Crackdown,,
House of Games,,
Cry Freedom,,
Man on Fire,,
Assassination,,
The Pick-up Artist,175000000,
Back to the Beach,,
Someone to Watch Over Me,,
Born in East L.A.,,
Ironweed,25100000,
Who's That Girl,25100000,
Extreme Prejudice,,
Matewan,,
Pelle the Conqueror,,
Suspect,,
The Fourth Protocol,,
The Chipmunk Adventure,,
The Allnighter,,
Prom Night II,,
Hiding Out,,
White Water Summer,,
Made in Heaven,,
Best Seller,,
Date with an Angel,25100000,
Hunk,,
Real Men,,
Critical Condition,,
A Month in the Country,,
Outrageous Fortune,,
Like Father Like Son,23000000,
Steel Dawn,25100000,
Tin Men,,
The Big Town,25100000,
Light of Day,,
Prison,,
Wish You Were Here,25100000,
Gandahar,5500000,
Street Smart,,
The Curse,140000000,
The House on Carroll Street,,
The Whales of August,25100000,
Prick Up Your Ears,175000000,
The Principal,,
American Ninja 2: The Confrontation,,
Housekeeping,,
A Prayer for the Dying,,
Slam Dance,,
Rampage,,
The Sicilian,,
"Silent Night, Deadly Night Part 2",750000,
Creepozoids,,
The Outing,,
Nightflyers,,
Fatal Beauty,,
Siesta,,
Leonard Part 6,,
Boyfriends and Girlfriends,,
White Mischief,,
White of the Eye,25100000,
Hot Pursuit,,
Hollywood Shuffle,25100000,
The Dead,650000,
Gardens of Stone,,
Nuts,99000000,
Four Adventures of Reinette and Mirabelle,,
Walk Like a Man,,
Cross My Heart,,
Walker,,
Malone,,
Making Mr. Right,,
Return to Horror High,,
Straight to Hell,,
Hello Again,,
Promised Land,,
Dead of Winter,25100000,
"No Retreat, No Surrender 2",,
My Demon Lover,,
China Girl,,
Five Corners,,
The Squeeze,,
Nadine,,
Personal Services,,
Cyclone,,
Three for the Road,,
Little Dorrit,,
The Year My Voice Broke,,
The Belly of an Architect,,
Pass the Ammo,,
In the Mood,,
Surrender,,
Intervista,,
Square Dance,,
Shy People,,
A Man in Love,,
Disorderlies,,
Anguish,,
September,,
Oci ciornie,,
Burglar,,
The Kindred,58000000,
Julia and Julia,,
Russkies,,
"Sister, Sister",,
From the Hip,,
Death Before Dishonor,,
Cold Steel,,
Million Dollar Mystery,,
The Glass Menagerie,,
Anna,,
Beetlejuice,,
Running on Empty,,
Child's Play,,
The Naked Gun: from the Files of Police Squad!,,
Married to the Mob,,
Earth Girls Are Easy,,
Hairspray,,
The Big Blue,,
The Blob,,
Two Moon Junction,,
A Nightmare on Elm Street 4: The Dream Master,,
The Accidental Tourist,,
Halloween 4: The Return of Michael Myers,,
Elvira: Mistress of the Dark,,
Mac and Me,,
I'm Gonna Git You Sucka,,
Pumpkinhead,,
Friday the 13th Part VII: the New Blood,,
License to Drive,15000000,
Hellbound: Hellraiser II,4500000,
A Cry in the Dark,,
The Lair of the White Worm,,
High Spirits,,
Vampire's Kiss,,
Return of the Living Dead II,,
The New Adventures of Pippi Longstocking,25100000,
Eight Men Out,,
Stand and Deliver,,
Maniac Cop,,
Women on the Verge of a Nervous Breakdown,,
She's Having a Baby,,
Night of the Demons,,
Biloxi Blues,,
Shag,33000000,
Cocoon: the Return,,
Poltergeist III,,
Waxwork,25100000,
Funny Farm,,
As Tears Go By,,
Fright Night Part 2,,
Caddyshack II,6000000,
School Daze,,
Johnny Be Good,,
Taffin,,
The Serpent and the Rainbow,25100000,
A Night in the Life of Jimmy Reardon,,
The Presidio,,
Big Business,,
Monkey Shines,,
The Seventh Sign,,
Time of the Gypsies,,
Masquerade,,
Phantasm II,,
Tucker: The Man and His Dream,,
Action Jackson,,
"Bright Lights, Big City",,
Shoot to Kill,,
The Beast of War,,
Lady in White,25100000,
Gorillas in the Mist,,
Alien Nation,11000000,
Betrayed,,
Miracle Mile,,
Buster,30000000,
Big Top Pee-wee,25100000,
For Keeps?,,
Appointment with Death,,
Some Girls,,
Critters 2,3000000,
Dead Heat,,
Talk Radio,,
Satisfaction,,
The Bear,,
The Milagro Beanfield War,,
18 Again!,,
Vice Versa,,
Fresh Horses,,
Bat*21,,
Casual Sex?,,
Jack's Back,,
Bird,,
Stealing Home,,
Salaam Bombay!,,
Young Einstein,,
Punchline,,
Return to Snowy River,25100000,
Moving,,
And God Created Woman,,
High Hopes,,
Little Nikita,,
Camille Claudel,,
Torch Song Trilogy,,
Vibes,,
36 fillette,,
D.O.A.,,
Braddock: Missing in Action III,,
Red Scorpion,58000000,
Drowning by Numbers,,
Watchers,25100000,
Rocket Gibraltar,,
The Unholy,,
Not of This Earth,,
A New Life,25100000,
1969,,
Arthur 2: on the Rocks,,
Messenger of Death,,
Memories of Me,,
Chocolat,,
The Couch Trip,,
Without a Clue,25100000,
Bad Dreams,,
Another Woman,,
Paperhouse,,
Sunset,,
Cop,13000000,
Pulse,,
Stormy Monday,,
Heart of Midnight,,
Switching Channels,25100000,
Miles from Home,,
Clean and Sober,,
Crossing Delancey,,
Things Change,,
Kansas,,
Hot to Trot,,
Shakedown,25100000,
976-EVIL,,
Pascali's Island,,
Everybody's All-American,,
Heartbreak Hotel,,
The Chocolate War,,
It Takes Two,25100000,
Iron Eagle II,,
Party Line,,
The Kiss,,
Spellbinder,,
Patty Hearst,,
A Handful of Dust,,
Criminal Law,,
A Summer Story,,
Platoon Leader,6000000,
The Girl in a Swing,25100000,
Permanent Record,,
Hero and the Terror,23000000,
Illegally Yours,,
Track 29,,
"Distant Voices, Still Lives",,
Ernest Saves Christmas,,
Feds,,
Moon Over Parador,,
Salome's Last Dance,,
Off Limits,,
Tapeheads,,
Apartment Zero,,
The Good Mother,,
Pet Sematary,,
Say Anything,16000000,
License to Kill,,
Shirley Valentine,,
Harlem Nights,,
Warlock,,
The Package,,
My Left Foot,,
Wild Orchid,,
Little Monsters,,
The Wizard,2777000,
Tie Me Up! Tie Me Down!,,
Cyborg,,
Leviathan,,
Best of the Best,,
Dead Calm,,
Troop Beverly Hills,18,
A Nightmare on Elm Street 5: The Dream Child,,
Dream a Little Dream,,
Halloween 5: The Revenge of Michael Myers,,
DeepStar Six,,
Skin Deep,,
Lean on Me,,
She's Out of Control,,
Friday the 13th Part VIII: Jason Takes Manhattan,,
Teen Witch,25100000,
Valmont,,
Scandal,,
The Fabulous Baker Boys,,
Shocker,,
Next of Kin,,
The Fly II,,
She-Devil,,
Blaze,,
The Rainbow,25100000,
Gleaming the Cube,,
Fletch Lives,,
Communion,,
Erik the Viking,,
An Innocent Man,,
Let It Ride,,
Loverboy,,
Kill Me Again,,
The Gods Must Be Crazy II,,
Millennium,,
Chances Are,,
The Dream Team,,
Last Exit to Brooklyn,,
Little Nemo: Adventures in Slumberland,,
Kinjite: Forbidden Subjects,,
Great Balls of Fire!,,
New York Stories,25100000,
Cousins,,
Blind Fury,,
The Return of Swamp Thing,,
The January Man,,
We're No Angels,25100000,
Johnny Handsome,,
Who's Harry Crumb?,,
The Mighty Quinn,,
Fat Man and Little Boy,,
Her Alibi,,
The Blood of Heroes,23000000,
Pink Cadillac,,
Three Fugitives,,
Robot Jox,,
No Holds Barred,58000000,
Family Business,,
Wicked Stepmother,,
Chattahoochee,,
Stepfather II: Make Room for Daddy,,
Eddie and the Cruisers II: Eddie Lives!,,
The Big Picture,,
Parents,,
Jacknife,,
Dad,,
Speed Zone,30000000,
How to Get Ahead in Advertising,25100000,
Lisa,,
Out Cold,,
Longtime Companion,,
Happily Ever After,,
Heart of Dixie,,
Tap,42000000,
A Dry White Season,25100000,
The Phantom of the Opera,,
The Experts,,
Triumph of the Spirit,,
The Unbelievable Truth,,
True Believer,,
The Horror Show,25100000,
The Tall Guy,,
The Toxic Avenger Part II,500000,
Dead Bang,,
Music Box,,
Gross Anatomy,,
Violent Cop,,
Renegades,,
Sing,2540000,
Sweetie,25100000,
Listen to Me,,
Miss Firecracker,,
The Rachel Papers,,
Wired,58000000,
Lost Angels,,
Jesus of Montreal,,
Rooftops,,
After Midnight,,
Disorganized Crime,,
Slaves of New York,25100000,
Damned River,,
My Twentieth Century,,
Scenes from the Class Struggle in Beverly Hills,,
The Terror Within,25100000,
Farewell to the King,,
See You in the Morning,,
"I, Madman",,
Immediate Family,,
In Country,,
Winter People,25100000,
"Enemies, A Love Story",,
American Ninja 3: Blood Hunt,,
Physical Evidence,,
Worth Winning,25100000,
Edge of Sanity,,
Brenda Starr,,
How I Got Into College,25100000,
Mortal Passions,,
Old Gringo,,
Relentless,,
Cheetah,,
Monsieur Hire,,
Prancer,,
Too Beautiful for You,,
Getting It Right,,
Rude Awakening,25100000,
Cookie,,
Bloodhounds of Broadway,25100000,
The Toxic Avenger Part III: The Last Temptation of Toxie,,
River of Death,,
Staying Together,,
Fast Food,,
Martians Go Home,,
Night Game,,
Romero,,
84C MoPic,,
Rosalie Goes Shopping,,
True Love,,
Second Sight,,
A Chorus of Disapproval,,
The Lemon Sisters,,
Breaking In,,
Crack House,,
The Godfather: Part III,6000000,
The Handmaid's Tale,,
The Hot Spot,,
Revenge,,
Child's Play 2,,
Slacker,,
Days of Being Wild,,
Quigley Down Under,25100000,
Nightbreed,,
The Two Jakes,25100000,
Internal Affairs,,
Three Men and a Little Lady,,
My Blue Heaven,,
House Party,,
Night of the Living Dead,,
Pacific Heights,,
Postcards from the Edge,,
Henry & June,,
Hamlet,,
Leatherface: Texas Chainsaw Massacre III,,
Reversal of Fortune,,
Frankenhooker,,
State of Grace,,
The Adventures of Ford Fairlane,,
Marked for Death,,
Slumber Party Massacre III,,
Dreams,,
I Love You to Death,,
Class of 1999,,
Death Warrant,,
White Palace,25100000,
Close-Up,175000000,
Quick Change,,
Hardware,,
Mr. Destiny,,
The Freshman,,
Blue Steel,,
The Krays,,
Navy Seals,,
Graveyard Shift,,
The Sheltering Sky,,
Dark Angel,,
The Comfort of Strangers,,
Mo' Better Blues,,
"Welcome Home, Roxy Carmichael",,
Bad Influence,,
Rosencrantz & Guildenstern Are Dead,,
Tales from the Darkside: The Movie,,
Green Card,,
Metropolitan,,
Europa Europa,,
Cyrano de Bergerac,,
Almost an Angel,,
Everybody Wins,25100000,
Truly Madly Deeply,,
Havana,,
The Russia House,,
Life Is Sweet,25100000,
Jetsons: The Movie,,
White Hunter Black Heart,25100000,
Avalon,,
Narrow Margin,,
Cadillac Man,,
Taking Care of Business,,
Texasville,,
The Guardian,145000000,
Repossessed,,
Fire Birds,,
Miami Blues,,
The Field,,
"After Dark, My Sweet",,
Alice,,
Side Out,,
The First Power,25100000,
Delta Force 2: the Colombian Connection,,
Desperate Hours,,
Ju Dou,,
Cadence,,
Brain Dead,,
The Hairdresser's Husband,,
Ernest Goes to Jail,,
Madhouse,,
A Cry in the Wild,,
The Long Walk Home,,
Mountains of the Moon,,
Two Evil Eyes,25100000,
Mr. & Mrs. Bridge,,
Trust,,
Crazy People,,
A Shock to the System,,
The Boyfriend School,,
Roger Corman's Frankenstein Unbound,,
Nuns on the Run,,
Q&A,,
An Angel at My Table,,
Stanley & Iris,,
Flashback,,
Men Don't Leave,,
Ski Patrol,,
Ghost Dad,,
Book of Love,,
Hidden Agenda,,
Everybody's Fine,,
Spaced Invaders,,
Meet the Applegates,,
Betsy's Wedding,25100000,
Def by Temptation,,
Heart Condition,,
My Father's Glory,,
Vincent & Theo,,
Streets,500000,
Stella,,
The Forbidden Dance,,
Loose Cannons,,
A Tale of Springtime,,
To Sleep with Anger,25100000,
Where the Heart Is,25100000,
Love at Large,,
Boiling Point,,
Downtown,25100000,
Short Time,,
American Ninja 4: The Annihilation,,
Gate 2: The Trespassers,,
Come See the Paradise,,
The Garden,,
Lambada,,
The Shrimp on the Barbie,,
May Fools,,
The Last of the Finest,,
Strangers in Good Company,,
Opportunity Knocks,,
Funny About Love,,
Graffiti Bridge,,
Coupe de Ville,175000000,
Sibling Rivalry,,
Vital Signs,72000000,
Body Chemistry,,
The Haunting of Morella,,
The Fourth War,,
Tune in Tomorrow...,,
Impulse,,
La discrète,,
Heaven and Earth,,
Crossing the Line,,
Mindwalk,,
The Nasty Girl,,
Archangel,,
Career Opportunities,,
Y Tu Mamá También,,
Sex and Zen,,
The Beautiful Troublemaker,,
Return to the Blue Lagoon,,
The Prince of Tides,,
The Man in the Moon,,
The Double Life of Véronique,,
Toy Soldiers,,
Child's Play 3,,
Freddy's Dead: The Final Nightmare,,
The Lovers on the Bridge,,
Highlander II: The Quickening,,
Stone Cold,,
Wild Hearts Can't Be Broken,,
Showdown in Little Tokyo,25100000,
Jungle Fever,,
Harley Davidson and the Marlboro Man,,
Not Without My Daughter,,
Defending Your Life,,
Flight of the Intruder,,
Problem Child 2,,
The Hard Way,25100000,
Ricochet,,
Rush,923000,
Out for Justice,,
Only Yesterday,,
The Indian Runner,,
Life Stinks,,
Grand Canyon,,
Close My Eyes,,
Homicide,,
Soapdish,,
Curly Sue,,
The Rapture,,
Mannequin: on the Move,,
Rock-A-Doodle,,
Necessary Roughness,,
Cool as Ice,,
Wild Orchid II: Two Shades of Blue,,
Switch,25100000,
White Fang,,
Until the End of the World,25100000,
Only the Lonely,,
Dutch,,
Shattered,58000000,
Raise the Red Lantern,58000000,
Suburban Commando,,
Popcorn,,
Mobsters,,
Operation Condor,,
If Looks Could Kill,,
The Butcher's Wife,25100000,
Dying Young,,
Dogfight,,
Whore,25100000,
Hear My Song,,
Other People's Money,,
Delirious,90000000,
Flirting,,
The Pit and the Pendulum,,
High Heels,,
Little Man Tate,,
Shadows and Fog,25100000,
Shakes the Clown,25100000,
Black Robe,,
Billy Bathgate,,
Europa,,
The Doctor,,
Kafka,,
Johnny Suede,,
Mystery Date,,
Ernest Scared Stupid,175000000,
The Five Heartbeats,,
Mississippi Masala,,
The Marrying Man,,
"He Said, She Said",,
Poison,,
King Ralph,,
Enchanted April,85000000,
Mediterraneo,,
House Party 2,,
Deceived,,
The Perfect Weapon,25100000,
Class Action,,
Under Suspicion,,
Edward II,,
The Princess and the Goblin,,
Rambling Rose,,
Big Girls Don't Cry... They Get Even,,
K2,,
Prospero's Books,,
Pure Luck,,
F/X2,,
The Adjuster,,
Mortal Thoughts,,
Another You,,
For the Boys,,
Beastmaster 2: Through the Portal of Time,,
McBain,,
Eve of Destruction,,
A Rage in Harlem,,
Rhapsody in August,,
Kickboxer 2: the Road Back,1500000,
V.I. Warshawski,,
The Super,175000000,
Proof,,
At Play in the Fields of the Lord,,
True Colors,,
Impromptu,,
A Kiss Before Dying,,
Guilty by Suspicion,,
Scissors,,
Where Angels Fear to Tread,25100000,
Tous les matins du monde,,
The Hitman,,
Bingo,,
Queens Logic,,
Body Parts,,
One Good Cop,,
Year of the Gun,,
Strictly Business,,
The Efficiency Expert,,
All I Want for Christmas,,
29th Street,,
Shout,,
Daughters of the Dust,,
Once Around,150000,
Sólo con tu pareja,,
The Taking of Beverly Hills,,
Run,28000000,
Paradise,,
Madame Bovary,,
Company Business,,
Talent for the Game,,
City of Hope,,
Riff-Raff,750000,
The Object of Beauty,,
Liebestraum,,
Voyager,,
Closet Land,,
Timebomb,,
Crooked Hearts,,
The Unborn,,
Van Gogh,,
Late for Dinner,,
Lovers: A True Story,,
Johnny Stecchino,,
Stepping Out,,
The Inner Circle,,
"Mon père, ce héros.",,
Defenseless,,
Candyman,,
Alien 3,11000000,
Deep Cover,,
Cool World,25100000,
Sleepwalkers,25100000,
The Lover,,
Newsies,25100000,
Dead Alive,,
Poison Ivy,,
The Lawnmower Man,,
American Me,,
El Mariachi,,
Pet Sematary II,,
School Ties,,
Hoffa,,
Damage,,
Man Bites Dog,,
3 Ninjas,,
Hellraiser III: Hell on Earth,,
Body of Evidence,,
Captain Ron,,
The Cutting Edge,,
"Jamón, Jamón",,
Children of the Corn II: the Final Sacrifice,,
Ladybugs,,
Radio Flyer,,
Raising Cain,,
Orlando,,
Gladiator,103000000,
Split Second,,
Tom and Jerry: The Movie,,
Pure Country,,
The Power of One,25100000,
Dr. Giggles,,
Sidekicks,,
Medicine Man,,
Honeymoon in Vegas,,
Thunderheart,,
Innocent Blood,,
Unlawful Entry,25100000,
Lorenzo's Oil,,
Final Analysis,,
One False Move,,
Stay Tuned,,
Consenting Adults,,
Once Upon a Crime...,,
Mom and Dad Save the World,,
Supercop,175000000,
Jennifer 8,,
Bébé's Kids,,
Peter's Friends,,
Freejack,,
Como agua para chocolate,,
Leap of Faith,,
Noises Off...,,
Class Act,,
Diggstown,25100000,
Indochine,,
Nemesis,,
Kuffs,,
Shining Through,,
Mo' Money,,
Trespass,,
Love Potion No. 9,,
Rapid Fire,,
Wind,1000000,
Hero,,
South Central,,
Un Coeur en Hiver,,
Tokyo Decadence,,
Mr. Baseball,,
Love Crimes,,
Naked Killer,,
CrissCross,,
Waterland,25100000,
The Distinguished Gentleman,,
White Sands,25100000,
Belle Epoque,,
Swoon,25100000,
Knight Moves,,
Light Sleeper,,
A Midnight Clear,,
Bob Roberts,,
Sarafina!,,
For a Lost Soldier,,
In the Soup,175000000,
A Stranger Among Us,,
Where the Day Takes You,25100000,
Passion Fish,,
That Night,,
Gas Food Lodging,,
American Heart,,
The Babe,,
La sentinelle,,
Christopher Columbus: The Discovery,,
Claire of the Moon,,
Prelude to a Kiss,,
The Best Intentions,,
The Public Eye,,
Article 99,,
The Mambo Kings,,
Into the West,25100000,
The Playboys,,
City of Joy,,
Straight Talk,,
Qing shao nian nuo zha,,
Love Field,,
Mr. Saturday Night,,
Twin Dragons,25100000,
Aces: Iron Eagle III,,
